@SampleID:marmgCAMI2_short_read_sample_0
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
104267.2	strain	2|976|117743|200644|49546|104267||104267.2	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum||Tenacibaculum strain	0.028
104267.3	strain	2|976|117743|200644|49546|104267||104267.3	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum||Tenacibaculum strain	0.199
100716.1	strain	2|1090|191410|191411|191412|100715|100716|100716.1	Bacteria|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chloroherpeton|Chloroherpeton thalassium|Chloroherpeton thalassium strain	0.711
104267.1	strain	2|976|117743|200644|49546|104267||104267.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum||Tenacibaculum strain	0.256
971279.1	strain	2157|28890|183968|2258|2259|83867|971279|971279.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Palaeococcus|Palaeococcus pacificus|Palaeococcus pacificus strain	3.243
28223.1	strain	2|1224|28221|213118|213119|28222|28223|28223.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfobacula|Desulfobacula toluolica|Desulfobacula toluolica strain	0.028
182710.1	strain	2|1239|91061|1385|186817|182709|182710|182710.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Oceanobacillus|Oceanobacillus iheyensis|Oceanobacillus iheyensis strain	0.085
662.10	strain	2|1224|1236|135623|641|662||662.10	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio||Vibrio strain	0.455
662.13	strain	2|1224|1236|135623|641|662||662.13	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio||Vibrio strain	0.284
662.12	strain	2|1224|1236|135623|641|662||662.12	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio||Vibrio strain	2.703
39960.2	strain	2|1224|28211|204457|335929|1041|39960|39960.2	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Erythrobacter|Erythrobacter litoralis|Erythrobacter litoralis strain	1.110
39960.1	strain	2|1224|28211|204457|335929|1041|39960|39960.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Erythrobacter|Erythrobacter litoralis|Erythrobacter litoralis strain	0.142
40269.14	strain	2|1224|1236|135623|641|511678|40269|40269.14	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.028
40269.15	strain	2|1224|1236|135623|641|511678|40269|40269.15	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.541
645.5	strain	2|1224|1236|135624|84642|642|645|645.5	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas salmonicida|Aeromonas salmonicida strain	0.171
1548547.1	strain	2|1224|1236|135613|1738654|1738655|1548547|1548547.1	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Woeseiaceae|Woeseia|Woeseia oceani|Woeseia oceani strain	0.142
713887.1	strain	2|1117||1118|1890450|1453359|713887|713887.1	Bacteria|Cyanobacteria||Chroococcales|Aphanothecaceae|Candidatus Atelocyanobacterium|Candidatus Atelocyanobacterium thalassa|Candidatus Atelocyanobacterium thalassa strain	0.256
261964.1	strain	2|1224|1236|135619|1920240|261963|261964|261964.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Kangiellaceae|Kangiella|Kangiella koreensis|Kangiella koreensis strain	0.057
672.1	strain	2|1224|1236|135623|641|662|672|672.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio vulnificus|Vibrio vulnificus strain	0.114
1270.1	strain	2|201174|1760|85006|1268|1269|1270|1270.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus luteus|Micrococcus luteus strain	0.057
74318.1	strain	2|1224|28211|204455|69657|74317|74318|74318.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Maricaulis|Maricaulis maris|Maricaulis maris strain	0.044
191026.1	strain	2|1224|28221|213115|194924|872|191026|191026.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio hydrothermalis|Desulfovibrio hydrothermalis strain	0.057
670.2	strain	2|1224|1236|135623|641|662|670|670.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio parahaemolyticus|Vibrio parahaemolyticus strain	0.028
670.3	strain	2|1224|1236|135623|641|662|670|670.3	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio parahaemolyticus|Vibrio parahaemolyticus strain	0.028
2190.1	strain	2157|28890|183939|2182|196117|196118|2190|2190.1	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus jannaschii|Methanocaldococcus jannaschii strain	0.057
212663.2	strain	2|1224|1236|135623|641|662|212663|212663.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio tasmaniensis|Vibrio tasmaniensis strain	0.085
1480675.1	strain	2157|28890|183963|1644055|1644056|1075397|1480675|1480675.1	Archaea|Euryarchaeota|Halobacteria|Haloferacales|Haloferacaceae|Halolamina|Halolamina sediminis|Halolamina sediminis strain	0.028
1763535.1	strain	2|1224|28216|80840|80864|47420|1763535|1763535.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga|Hydrogenophaga sp. LPB0072|Hydrogenophaga sp. LPB0072 strain	0.256
56812.2	strain	2|1224|1236|135622|267890|22|56812|56812.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella frigidimarina|Shewanella frigidimarina strain	0.028
54259.1	strain	2157|28889|183924|114380|2272|54258|54259|54259.1	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Desulfurococcaceae|Ignicoccus|Ignicoccus islandicus|Ignicoccus islandicus strain	0.199
1634516.1	strain	2|1224|28211|204457|41297|72173|1634516|1634516.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Citromicrobium|Citromicrobium sp. JL477|Citromicrobium sp. JL477 strain	0.057
1042877.1	strain	2157|28890|183968|2258|2259|2263|1042877|1042877.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus sp. 4557|Thermococcus sp. 4557 strain	0.199
1329899.1	strain	2|1224|1236|72273|135616|34067|1329899|1329899.1	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Cycloclasticus|Cycloclasticus zancles|Cycloclasticus zancles strain	0.398
1076588.1	strain	2|1224|1236|||1608298|1076588|1076588.1	Bacteria|Proteobacteria|Gammaproteobacteria|||Thiolapillus|Thiolapillus brandeum|Thiolapillus brandeum strain	0.171
29498.1	strain	2|1224|1236|135623|641|662|29498|29498.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio tubiashii|Vibrio tubiashii strain	0.114
511678.12	strain	2|1224|1236|135623|641|511678||511678.12	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio||Aliivibrio strain	0.057
1774273.1	strain	2|976|117743|200644|49546|52959|1774273|1774273.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter vadi|Polaribacter vadi strain	0.028
511678.11	strain	2|1224|1236|135623|641|511678||511678.11	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio||Aliivibrio strain	0.028
62322.2	strain	2|1224|1236|135622|267890|22|62322|62322.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.057
62322.3	strain	2|1224|1236|135622|267890|22|62322|62322.3	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.057
62322.1	strain	2|1224|1236|135622|267890|22|62322|62322.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.028
62322.8	strain	2|1224|1236|135622|267890|22|62322|62322.8	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.057
1420916.1	strain	2|1224|1236|135622|72275|2742|1420916|1420916.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter similis|Marinobacter similis strain	0.028
1246.1	strain	2|1239|91061|186826|81850|1243|1246|1246.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc lactis|Leuconostoc lactis strain	0.057
168934.1	strain	2|1224|28211|204441|41295|168934||168934.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Thalassospira||Thalassospira strain	0.006
1920883.1	strain	2|1224|28211|204455|31989|393277|1920883|1920883.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Donghicola|Donghicola sp. JLT3646|Donghicola sp. JLT3646 strain	0.001
2748.1	strain	2|1239|91061|186826|186828|2747|2748|2748.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium divergens|Carnobacterium divergens strain	0.028
1188228.1	strain	2|1117||1955042|1955043|1188227|1188228|1188228.1	Bacteria|Cyanobacteria||Gloeoemargaritales|Gloeomargaritaceae|Gloeomargarita|Gloeomargarita lithophora|Gloeomargarita lithophora strain	0.284
1737403.1	strain	2157|1462430|1051663||||1737403|1737403.1	Archaea|Candidatus Nanohaloarchaeota|Nanohaloarchaea||||Nanohaloarchaea archaeon SG9|Nanohaloarchaea archaeon SG9 strain	0.171
1510.1	strain	2|1239|186801|186802|541000|1508657|1510|1510.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] stercorarium|[Clostridium] stercorarium strain	0.057
45658.2	strain	2|1224|1236|135623|641|662|45658|45658.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio scophthalmi|Vibrio scophthalmi strain	0.171
2336.4	strain	2|200918|188708|2419|188709|2335|2336|2336.4	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga maritima|Thermotoga maritima strain	0.114
351091.1	strain	2|1239|186801|186802|216572|459786|351091|351091.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter valericigenes|Oscillibacter valericigenes strain	0.085
2336.5	strain	2|200918|188708|2419|188709|2335|2336|2336.5	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga maritima|Thermotoga maritima strain	0.028
39765.1	strain	2|1224|1236|72273|135616|933|39765|39765.1	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Thiomicrospira|Thiomicrospira crunogena|Thiomicrospira crunogena strain	0.028
188908.1	strain	2|1224|1236|135619|135620|188907|188908|188908.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Oleispira|Oleispira antarctica|Oleispira antarctica strain	0.085
2014.1	strain	2|201174|1760|85012|83676|2013|2014|2014.1	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Nocardiopsis|Nocardiopsis dassonvillei|Nocardiopsis dassonvillei strain	0.057
54248.1	strain	2157|28889|183924|114380|2307|54247|54248|54248.1	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Pyrodictiaceae|Hyperthermus|Hyperthermus butylicus|Hyperthermus butylicus strain	6.316
39152.3	strain	2157|28890|183939|2182|2183|2184|39152|39152.3	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus maripaludis|Methanococcus maripaludis strain	0.057
914150.1	strain	2|1224|1236|135619|1920240|261963|914150|914150.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Kangiellaceae|Kangiella|Kangiella geojedonensis|Kangiella geojedonensis strain	0.171
488546.1	strain	2|1224|29547|213849|72294|194|488546|488546.1	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter peloridis|Campylobacter peloridis strain	0.028
399736.1	strain	2|201174|1760|85006|85023|46352|399736|399736.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agrococcus|Agrococcus jejuensis|Agrococcus jejuensis strain	0.028
40269.19	strain	2|1224|1236|135623|641|511678|40269|40269.19	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.455
1792508.1	strain	2|1224|28211|204455|31989|354203|1792508|1792508.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Yangia|Yangia sp. CCB-MM3|Yangia sp. CCB-MM3 strain	0.284
246969.1	strain	2157|28890|183968|2258|2259|2263|246969|246969.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus sp. AM4|Thermococcus sp. AM4 strain	0.171
1541959.1	strain	2|544448||||1912503|1541959|1541959.1	Bacteria|Tenericutes||||Candidatus Izimaplasma|Candidatus Izimaplasma sp. HR1|Candidatus Izimaplasma sp. HR1 strain	0.057
657445.2	strain	2|1224|1236|72273|34064|262|657445|657445.2	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella noatunensis|Francisella noatunensis strain	0.057
300231.1	strain	2|1224|1236|135622|72275|89404|300231|300231.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Glaciecola|Glaciecola nitratireducens|Glaciecola nitratireducens strain	0.085
2746.1	strain	2|1224|1236|135619|28256|2745|2746|2746.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas elongata|Halomonas elongata strain	0.003
411153.1	strain	2|976|117743|200644|49546|292691|411153|411153.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella forsetii|Gramella forsetii strain	0.057
326544.1	strain	2|1224|1236|135622|72275|1621534|326544|326544.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Paraglaciecola|Paraglaciecola psychrophila|Paraglaciecola psychrophila strain	0.053
19.1	strain	2|1224|28221|69541|213421|18|19|19.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter|Pelobacter carbinolicus|Pelobacter carbinolicus strain	0.003
53633.1	strain	2|1239|186801|186802|539000|28033|53633|53633.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XVII. Incertae Sedis|Sulfobacillus|Sulfobacillus acidophilus|Sulfobacillus acidophilus strain	0.227
1620392.1	strain	2|1224|1236|1706369|1706375|630749|1620392|1620392.1	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Spongiibacteraceae|Spongiibacter|Spongiibacter sp. IMCC21906|Spongiibacter sp. IMCC21906 strain	0.142
29542.1	strain	2|1224|28221|69541|213421|18|29542|29542.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter|Pelobacter acetylenicus|Pelobacter acetylenicus strain	0.054
40269.2	strain	2|1224|1236|135623|641|511678|40269|40269.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.028
1295392.1	strain	2|1224|1236|135623|641|657|1295392|1295392.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Photobacterium|Photobacterium gaetbulicola|Photobacterium gaetbulicola strain	0.142
314275.1	strain	2|1224|1236|135622|72275|226|314275|314275.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.010
314275.3	strain	2|1224|1236|135622|72275|226|314275|314275.3	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.052
314275.4	strain	2|1224|1236|135622|72275|226|314275|314275.4	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.313
314275.5	strain	2|1224|1236|135622|72275|226|314275|314275.5	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.085
314275.6	strain	2|1224|1236|135622|72275|226|314275|314275.6	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.825
314275.7	strain	2|1224|1236|135622|72275|226|314275|314275.7	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.427
58049.1	strain	2|1224|1236|135622|267889|28228|58049|58049.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Colwellia|Colwellia sp. MT41|Colwellia sp. MT41 strain	0.028
1292.1	strain	2|1239|91061|1385|90964|1279|1292|1292.1	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus warneri|Staphylococcus warneri strain	0.711
2198.1	strain	2157|28890|224756|2191|2194|45989|2198|2198.1	Archaea|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae|Methanoculleus|Methanoculleus marisnigri|Methanoculleus marisnigri strain	0.398
1229909.1	strain	2157|651137||31932|338190|338191|1229909|1229909.1	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus sediminis|Candidatus Nitrosopumilus sediminis strain	0.341
316279.1	strain	2|1117||1890424|1890426|1129|316279|316279.1	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. CC9902|Synechococcus sp. CC9902 strain	0.114
55601.9	strain	2|1224|1236|135623|641|662|55601|55601.9	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.057
28108.2	strain	2|1224|1236|135622|72275|226|28108|28108.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas macleodii|Alteromonas macleodii strain	0.181
28108.3	strain	2|1224|1236|135622|72275|226|28108|28108.3	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas macleodii|Alteromonas macleodii strain	0.005
80679.1	strain	2|1224|1236|135613|1046|156885|80679|80679.1	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Thioflavicoccus|Thioflavicoccus mobilis|Thioflavicoccus mobilis strain	0.910
28108.1	strain	2|1224|1236|135622|72275|226|28108|28108.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas macleodii|Alteromonas macleodii strain	0.132
28108.4	strain	2|1224|1236|135622|72275|226|28108|28108.4	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas macleodii|Alteromonas macleodii strain	0.569
229980.1	strain	2157|28889|183924|114380|2272|56635|229980|229980.1	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Desulfurococcaceae|Aeropyrum|Aeropyrum camini|Aeropyrum camini strain	0.114
171437.1	strain	2|1224|28211|204441|41295|171436|171437|171437.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Tistrella|Tistrella mobilis|Tistrella mobilis strain	0.651
2252.1	strain	2157|28890|183963|1644055|1644056|2251|2252|2252.1	Archaea|Euryarchaeota|Halobacteria|Haloferacales|Haloferacaceae|Haloferax|Haloferax mediterranei|Haloferax mediterranei strain	0.085
1284658.1	strain	2|1224|28211|204455|31989|1284657|1284658|1284658.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Planktomarina|Planktomarina temperata|Planktomarina temperata strain	0.077
1670800.1	strain	2|1224|28211|356|69277|68287|1670800|1670800.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium sp. B7|Mesorhizobium sp. B7 strain	0.028
359303.1	strain	2|1224|1236|135622|267890|22|359303|359303.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella loihica|Shewanella loihica strain	0.057
167642.1	strain	2|32066|203490|203491|203492|167639|167642|167642.1	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Ilyobacter|Ilyobacter polytropus|Ilyobacter polytropus strain	0.256
1564114.1	strain	2|201174|1760|85007|85025|1827|1564114|1564114.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. B7740|Rhodococcus sp. B7740 strain	0.284
133924.1	strain	2|1224|28211|204455|31989|191028|133924|133924.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Leisingera|Leisingera methylohalidivorans|Leisingera methylohalidivorans strain	0.114
379547.1	strain	2157|28890||||379546|379547|379547.1	Archaea|Euryarchaeota||||Aciduliprofundum|Aciduliprofundum boonei|Aciduliprofundum boonei strain	0.171
187493.3	strain	2|1224|1236|135619|135620|187492|187493|187493.3	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Thalassolituus|Thalassolituus oleivorans|Thalassolituus oleivorans strain	0.028
94122.1	strain	2|1224|1236|135622|267890|22|94122|94122.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella sp. ANA-3|Shewanella sp. ANA-3 strain	0.398
387093.1	strain	2|1224|29547|||265570|387093|387093.1	Bacteria|Proteobacteria|Epsilonproteobacteria|||Sulfurovum|Sulfurovum sp. NBC37-1|Sulfurovum sp. NBC37-1 strain	3.073
149715.1	strain	2|200918|188708|1643947||160798|149715|149715.1	Bacteria|Thermotogae|Thermotogae|Petrotogales||Marinitoga|Marinitoga piezophila|Marinitoga piezophila strain	0.085
1491.1	strain	2|1239|186801|186802|31979|1485|1491|1491.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium botulinum|Clostridium botulinum strain	0.711
511678.7	strain	2|1224|1236|135623|641|511678||511678.7	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio||Aliivibrio strain	0.028
1380358.1	strain	2|1224|1236|135619|28256|2745|1380358|1380358.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas sp. 23_GOM-1509m|Halomonas sp. 23_GOM-1509m strain	0.111
64471.1	strain	2|1117||1890424|1890426|1129|64471|64471.1	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. CC9311|Synechococcus sp. CC9311 strain	0.284
511678.1	strain	2|1224|1236|135623|641|511678||511678.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio||Aliivibrio strain	0.028
314275.11	strain	2|1224|1236|135622|72275|226|314275|314275.11	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.227
1008460.1	strain	2157|28890|183968|2258|2259|2260|1008460|1008460.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Pyrococcus|Pyrococcus yayanosii|Pyrococcus yayanosii strain	0.028
1033846.1	strain	2|1224|1236|135622|72275|2742|1033846|1033846.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter adhaerens|Marinobacter adhaerens strain	0.028
35806.1	strain	2|1224|28211|204455|31989|34008|35806|35806.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodovulum|Rhodovulum sulfidophilum|Rhodovulum sulfidophilum strain	0.028
46541.2	strain	2|200918|188708|2419|1643950|2420|46541|46541.2	Bacteria|Thermotogae|Thermotogae|Thermotogales|Fervidobacteriaceae|Thermosipho|Thermosipho melanesiensis|Thermosipho melanesiensis strain	0.028
52959.1	strain	2|976|117743|200644|49546|52959||52959.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter||Polaribacter strain	0.057
1555194.1	strain	2|976|117743|200644|49546|225842|1555194|1555194.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa haliotis|Formosa haliotis strain	0.057
2234.2	strain	2157|28890|183980|2231|2232|2233|2234|2234.2	Archaea|Euryarchaeota|Archaeoglobi|Archaeoglobales|Archaeoglobaceae|Archaeoglobus|Archaeoglobus fulgidus|Archaeoglobus fulgidus strain	0.455
511678.9	strain	2|1224|1236|135623|641|511678||511678.9	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio||Aliivibrio strain	0.028
2335.1	strain	2|200918|188708|2419|188709|2335||2335.1	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga||Thermotoga strain	0.028
192421.1	strain	2|1239|91061|1385|186818|1372|192421|192421.1	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus maritimus|Planococcus maritimus strain	0.028
49546.1	strain	2|976|117743|200644|49546|||49546.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|||Flavobacteriaceae strain	0.455
2337.1	strain	2|200918|188708|2419|188709|2335|2337|2337.1	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga neapolitana|Thermotoga neapolitana strain	0.028
1850250.1	strain	2|1224|28211|204455|31989|1060|1850250|1850250.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter|Rhodobacter sp. LPB0142|Rhodobacter sp. LPB0142 strain	0.004
